transferOrdNo,woNumber,time_taken_to_complete_order,workers_needed
TO1646,WO4089,86,7
TO1646,WO4090,190,1
TO1646,WO4091,309,2
TO1646,WO4092,346,1
TO1647,WO4093,279,6
TO1647,WO4094,222,1
TO1647,WO4095,113,7
TO1647,WO4096,57,9
TO1648,WO4097,182,10
TO1648,WO4098,338,5
TO1648,WO4099,318,3
TO1648,WO4100,127,7
TO1649,WO4101,296,6
TO1649,WO4102,242,6
TO1650,WO4103,94,3
TO1650,WO4104,323,6
TO1650,WO4105,242,2
TO1650,WO4106,201,5
TO1651,WO4107,287,2
TO1651,WO4108,281,3
TO1652,WO4109,347,5
TO1652,WO4110,214,2
TO1652,WO4111,107,1
TO1652,WO4112,79,6
TO1653,WO4113,267,2
TO1653,WO4114,180,10
TO1654,WO4115,53,6
TO1654,WO4116,255,1
TO1654,WO4117,150,10
TO1654,WO4118,264,5
TO1655,WO4119,107,9
TO1655,WO4120,321,6
TO1656,WO4121,140,2
TO1657,WO4122,269,9
TO1657,WO4123,229,1
TO1657,WO4124,207,6
TO1657,WO4125,281,9
TO1658,WO4126,123,6
TO1658,WO4127,51,10
TO1659,WO4128,132,5
TO1659,WO4129,227,4
TO1659,WO4130,147,4
TO1660,WO4131,178,10
TO1660,WO4132,194,10
TO1660,WO4133,260,7
TO1661,WO4134,53,7
TO1662,WO4135,234,2
TO1663,WO4136,52,10
TO1663,WO4137,103,4
TO1664,WO4138,76,4
TO1664,WO4139,170,2
TO1665,WO4140,173,9
TO1665,WO4141,334,5
TO1665,WO4142,302,5
TO1666,WO4143,336,8
TO1666,WO4144,38,6
TO1666,WO4145,80,2
TO1667,WO4146,313,7
TO1668,WO4147,84,10
TO1668,WO4148,86,8
TO1669,WO4149,87,8
TO1670,WO4150,296,5
TO1670,WO4151,83,6
TO1670,WO4152,103,3
TO1671,WO4153,194,9
TO1671,WO4154,74,4
TO1671,WO4155,281,10
TO1672,WO4156,342,4
TO1672,WO4157,201,7
TO1673,WO4158,113,6
TO1673,WO4159,67,4
TO1673,WO4160,74,5
TO1673,WO4161,69,1
TO1674,WO4162,127,6
TO1675,WO4163,227,1
TO1675,WO4164,75,7
TO1676,WO4165,154,4
TO1676,WO4166,149,5
TO1676,WO4167,104,7
TO1677,WO4168,97,5
TO1677,WO4169,129,3
TO1677,WO4170,222,7
TO1678,WO4171,156,8
TO1678,WO4172,205,3
TO1679,WO4173,84,10
TO1679,WO4174,314,8
TO1680,WO4175,231,7
TO1680,WO4176,203,8
TO1681,WO4177,306,3
TO1681,WO4178,175,2
TO1681,WO4179,206,9
TO1681,WO4180,99,7
TO1682,WO4181,145,5
TO1683,WO4182,50,4
TO1683,WO4183,79,6
TO1684,WO4184,342,9
TO1684,WO4185,51,9
TO1684,WO4186,234,6
TO1685,WO4187,308,6
TO1686,WO4188,145,4
TO1686,WO4189,291,10
TO1686,WO4190,245,4
TO1687,WO4191,54,9
TO1687,WO4192,157,6
TO1687,WO4193,280,10
TO1687,WO4194,162,4
TO1688,WO4195,272,7
TO1688,WO4196,119,8
TO1688,WO4197,222,9
TO1689,WO4198,30,5
TO1689,WO4199,167,5
TO1690,WO4200,46,1
TO1691,WO4201,197,4
TO1692,WO4202,252,1
TO1692,WO4203,173,10
TO1692,WO4204,348,1
TO1693,WO4205,97,10
TO1694,WO4206,105,6
TO1694,WO4207,216,6
TO1695,WO4208,163,4
TO1695,WO4209,32,3
TO1695,WO4210,234,9
TO1695,WO4211,175,1
TO1696,WO4212,199,1
TO1696,WO4213,352,5
TO1696,WO4214,34,2
TO1697,WO4215,284,10
TO1697,WO4216,358,6
TO1698,WO4217,178,4
TO1698,WO4218,196,4
TO1698,WO4219,163,5
TO1699,WO4220,250,4
TO1699,WO4221,115,6
TO1700,WO4222,313,8
TO1700,WO4223,165,10
TO1701,WO4224,99,6
TO1701,WO4225,116,10
TO1702,WO4226,112,3
TO1702,WO4227,286,10
TO1702,WO4228,196,5
TO1702,WO4229,46,1
TO1703,WO4230,308,2
TO1703,WO4231,307,10
TO1704,WO4232,275,3
TO1704,WO4233,130,9
TO1704,WO4234,191,5
TO1705,WO4235,240,7
TO1705,WO4236,320,1
TO1706,WO4237,138,3
TO1706,WO4238,219,4
TO1706,WO4239,290,4
TO1707,WO4240,309,3
TO1707,WO4241,63,5
TO1707,WO4242,46,9
TO1708,WO4243,46,6
TO1709,WO4244,36,1
TO1709,WO4245,178,5
TO1709,WO4246,356,1
TO1710,WO4247,253,9
TO1710,WO4248,141,9
TO1711,WO4249,159,4
TO1711,WO4250,352,4
TO1711,WO4251,254,2
TO1712,WO4252,126,2
TO1712,WO4253,270,7
TO1712,WO4254,43,8
TO1712,WO4255,329,6
TO1713,WO4256,225,8
TO1713,WO4257,272,5
TO1713,WO4258,91,1
TO1714,WO4259,257,9
TO1715,WO4260,267,4
TO1716,WO4261,132,6
TO1716,WO4262,75,6
TO1716,WO4263,150,2
TO1717,WO4264,336,8
TO1718,WO4265,104,10
TO1719,WO4266,303,3
TO1719,WO4267,249,3
TO1719,WO4268,161,10
TO1720,WO4269,209,6
TO1721,WO4270,214,7
TO1721,WO4271,116,6
TO1721,WO4272,133,8
TO1722,WO4273,74,5
TO1722,WO4274,316,4
TO1722,WO4275,322,9
TO1723,WO4276,318,6
TO1723,WO4277,222,7
TO1723,WO4278,303,5
TO1724,WO4279,331,10
TO1724,WO4280,266,1
TO1724,WO4281,194,3
TO1724,WO4282,295,1
TO1725,WO4283,110,2
TO1726,WO4284,170,2
TO1726,WO4285,155,5
TO1726,WO4286,257,1
TO1727,WO4287,340,3
TO1727,WO4288,180,2
TO1728,WO4289,80,2
TO1729,WO4290,234,9
TO1729,WO4291,287,2
TO1729,WO4292,51,10
TO1729,WO4293,139,7
TO1730,WO4294,227,9
TO1730,WO4295,78,10
TO1730,WO4296,124,10
TO1730,WO4297,47,4
TO1731,WO4298,180,10
TO1732,WO4299,351,10
TO1732,WO4300,196,4
TO1732,WO4301,168,3
TO1733,WO4302,175,5
TO1734,WO4303,222,3
TO1735,WO4304,154,8
TO1735,WO4305,227,2
TO1735,WO4306,117,8
TO1735,WO4307,243,2
TO1736,WO4308,324,8
TO1736,WO4309,328,1
TO1737,WO4310,308,10
TO1737,WO4311,329,3
TO1737,WO4312,100,5
TO1737,WO4313,142,6
TO1738,WO4314,58,6
TO1738,WO4315,46,10
TO1738,WO4316,120,2
TO1739,WO4317,317,10
TO1740,WO4318,125,5
TO1740,WO4319,179,6
TO1740,WO4320,173,2
TO1740,WO4321,172,10
TO1741,WO4322,249,6
TO1741,WO4323,41,9
TO1741,WO4324,340,6
TO1741,WO4325,280,5
TO1742,WO4326,146,1
TO1742,WO4327,297,5
TO1742,WO4328,119,9
TO1743,WO4329,133,9
TO1743,WO4330,269,8
TO1743,WO4331,109,1
TO1744,WO4332,336,9
TO1744,WO4333,103,1
TO1745,WO4334,306,2
TO1745,WO4335,112,10
TO1745,WO4336,40,6
TO1745,WO4337,161,1
TO1746,WO4338,53,7
TO1746,WO4339,88,10
TO1746,WO4340,142,5
TO1747,WO4341,183,5
TO1747,WO4342,233,5
TO1748,WO4343,169,8
TO1748,WO4344,225,1
TO1749,WO4345,186,9
TO1750,WO4346,224,2
TO1750,WO4347,205,7
TO1750,WO4348,360,9
TO1750,WO4349,261,8
TO1751,WO4350,133,4
TO1751,WO4351,108,3
TO1752,WO4352,67,4
TO1752,WO4353,38,8
TO1753,WO4354,207,3
TO1753,WO4355,252,3
TO1753,WO4356,236,8
TO1753,WO4357,103,1
TO1754,WO4358,164,10
TO1754,WO4359,102,4
TO1755,WO4360,147,7
TO1756,WO4361,198,10
TO1757,WO4362,349,7
TO1757,WO4363,107,3
TO1757,WO4364,305,8
TO1757,WO4365,36,7
TO1758,WO4366,175,10
TO1759,WO4367,34,3
TO1759,WO4368,215,4
TO1759,WO4369,132,1
TO1760,WO4370,95,6
TO1760,WO4371,118,9
TO1761,WO4372,69,7
TO1761,WO4373,71,10
TO1761,WO4374,44,10
TO1762,WO4375,304,10
TO1762,WO4376,228,6
TO1762,WO4377,70,7
TO1763,WO4378,179,10
TO1763,WO4379,34,6
TO1763,WO4380,133,1
TO1763,WO4381,113,4
TO1764,WO4382,120,10
TO1764,WO4383,176,3
TO1764,WO4384,270,5
TO1765,WO4385,146,1
TO1766,WO4386,193,3
TO1766,WO4387,135,8
TO1766,WO4388,60,2
TO1766,WO4389,115,5
TO1767,WO4390,54,8
TO1767,WO4391,202,8
TO1768,WO4392,344,8
TO1768,WO4393,358,9
TO1769,WO4394,257,9
TO1769,WO4395,82,1
TO1769,WO4396,333,3
TO1770,WO4397,339,5
TO1770,WO4398,237,7
TO1770,WO4399,145,8
TO1771,WO4400,50,3
TO1771,WO4401,334,7
TO1771,WO4402,132,2
TO1772,WO4403,94,3
TO1772,WO4404,336,4
TO1772,WO4405,91,7
TO1773,WO4406,198,7
TO1773,WO4407,61,6
TO1774,WO4408,78,7
TO1774,WO4409,336,10
TO1774,WO4410,186,4
TO1775,WO4411,54,4
TO1776,WO4412,308,5
TO1776,WO4413,270,1
TO1777,WO4414,210,6
TO1777,WO4415,110,5
TO1778,WO4416,174,2
TO1778,WO4417,201,9
TO1778,WO4418,115,7
TO1778,WO4419,55,2
TO1779,WO4420,253,4
TO1779,WO4421,319,10
TO1780,WO4422,95,6
TO1780,WO4423,133,7
TO1780,WO4424,304,1
TO1780,WO4425,104,8
TO1781,WO4426,284,1
TO1781,WO4427,68,9
TO1781,WO4428,239,10
TO1781,WO4429,340,4
TO1782,WO4430,247,1
TO1782,WO4431,123,6
TO1782,WO4432,231,10
TO1783,WO4433,169,8
TO1784,WO4434,326,2
TO1785,WO4435,204,2
TO1785,WO4436,307,3
TO1785,WO4437,196,7
TO1786,WO4438,240,3
TO1786,WO4439,143,2
TO1787,WO4440,225,8
TO1787,WO4441,136,10
TO1788,WO4442,150,5
TO1788,WO4443,131,5
TO1789,WO4444,174,10
TO1789,WO4445,244,7
TO1789,WO4446,269,8
TO1789,WO4447,225,8
TO1790,WO4448,100,1
TO1790,WO4449,154,10
TO1790,WO4450,359,9
TO1790,WO4451,206,4
TO1791,WO4452,224,1
TO1792,WO4453,49,7
TO1793,WO4454,81,10
TO1793,WO4455,94,10
TO1793,WO4456,84,1
TO1793,WO4457,92,9
TO1794,WO4458,224,8
TO1794,WO4459,233,7
TO1795,WO4460,241,10
TO1795,WO4461,166,6
TO1795,WO4462,253,6
TO1796,WO4463,234,10
TO1797,WO4464,327,9
TO1797,WO4465,194,9
TO1797,WO4466,108,5
TO1798,WO4467,195,3
TO1798,WO4468,70,1
TO1798,WO4469,244,4
TO1799,WO4470,191,1
TO1799,WO4471,191,4
TO1799,WO4472,259,2
TO1799,WO4473,268,10
TO1800,WO4474,225,3
TO1800,WO4475,175,5
TO1800,WO4476,166,8
TO1801,WO4477,240,3
TO1801,WO4478,171,3
TO1801,WO4479,217,3
TO1801,WO4480,349,3
TO1802,WO4481,142,1
TO1802,WO4482,212,8
TO1802,WO4483,52,5
TO1803,WO4484,277,2
TO1803,WO4485,76,2
TO1803,WO4486,39,3
TO1803,WO4487,57,4
TO1804,WO4488,245,10
TO1804,WO4489,42,2
TO1804,WO4490,155,8
TO1805,WO4491,256,5
TO1805,WO4492,33,7
TO1806,WO4493,249,3
TO1806,WO4494,61,6
TO1806,WO4495,61,2
TO1807,WO4496,184,6
TO1807,WO4497,148,4
TO1808,WO4498,216,10
TO1808,WO4499,314,2
TO1808,WO4500,347,7
TO1809,WO4501,155,2
TO1809,WO4502,256,8
TO1809,WO4503,136,10
TO1810,WO4504,301,2
TO1810,WO4505,38,9
TO1811,WO4506,212,7
TO1811,WO4507,87,1
TO1811,WO4508,197,4
TO1812,WO4509,292,10
TO1812,WO4510,78,1
TO1812,WO4511,206,3
TO1813,WO4512,254,5
TO1813,WO4513,283,8
TO1814,WO4514,115,9
TO1814,WO4515,77,2
TO1815,WO4516,39,2
TO1816,WO4517,117,6
TO1816,WO4518,137,2
TO1816,WO4519,354,5
TO1817,WO4520,266,3
TO1817,WO4521,184,8
TO1818,WO4522,221,10
TO1819,WO4523,314,8
TO1820,WO4524,167,7
TO1820,WO4525,152,7
TO1820,WO4526,268,6
TO1821,WO4527,344,3
TO1822,WO4528,258,6
TO1822,WO4529,315,7
TO1823,WO4530,317,8
TO1823,WO4531,352,8
TO1824,WO4532,307,9
TO1824,WO4533,92,9
TO1824,WO4534,189,9
TO1825,WO4535,352,7
TO1825,WO4536,253,7
TO1825,WO4537,314,8
TO1825,WO4538,32,4
TO1826,WO4539,241,2
TO1827,WO4540,140,7
TO1828,WO4541,136,8
TO1829,WO4542,148,1
TO1830,WO4543,288,3
TO1831,WO4544,73,7
TO1831,WO4545,349,5
TO1832,WO4546,244,6
TO1832,WO4547,148,10
TO1833,WO4548,221,1
TO1833,WO4549,308,8
TO1833,WO4550,80,2
TO1833,WO4551,164,3
TO1834,WO4552,58,1
TO1834,WO4553,92,2
TO1834,WO4554,273,3
TO1834,WO4555,79,10
TO1835,WO4556,336,4
TO1835,WO4557,236,10
TO1835,WO4558,197,9
TO1836,WO4559,258,1
TO1836,WO4560,151,5
TO1836,WO4561,319,4
TO1836,WO4562,69,9
TO1837,WO4563,93,6
TO1838,WO4564,202,6
TO1838,WO4565,166,7
TO1838,WO4566,285,2
TO1839,WO4567,297,9
TO1840,WO4568,313,6
TO1841,WO4569,45,9
TO1841,WO4570,331,10
TO1842,WO4571,125,3
TO1843,WO4572,211,5
TO1844,WO4573,295,2
TO1844,WO4574,277,9
TO1844,WO4575,173,2
TO1845,WO4576,147,3
TO1846,WO4577,159,9
TO1847,WO4578,216,4
TO1847,WO4579,128,4
TO1847,WO4580,51,9
TO1847,WO4581,221,10
TO1848,WO4582,146,3
TO1848,WO4583,243,1
TO1849,WO4584,232,5
TO1849,WO4585,148,9
TO1850,WO4586,30,4
TO1851,WO4587,113,3
TO1851,WO4588,310,10
TO1851,WO4589,277,1
TO1851,WO4590,243,5
TO1852,WO4591,265,9
TO1852,WO4592,96,4
TO1852,WO4593,187,7
TO1853,WO4594,228,2
TO1854,WO4595,318,2
TO1854,WO4596,140,7
TO1855,WO4597,252,2
TO1855,WO4598,119,4
TO1856,WO4599,46,10
TO1856,WO4600,113,10
TO1856,WO4601,57,4
TO1857,WO4602,84,8
TO1857,WO4603,327,7
TO1858,WO4604,56,3
TO1858,WO4605,258,9
TO1858,WO4606,330,5
TO1859,WO4607,185,7
TO1859,WO4608,273,5
TO1860,WO4609,338,10
TO1860,WO4610,266,6
TO1861,WO4611,300,9
TO1861,WO4612,214,1
TO1862,WO4613,217,1
TO1863,WO4614,76,4
TO1863,WO4615,235,6
TO1863,WO4616,145,6
TO1863,WO4617,110,4
TO1864,WO4618,252,10
TO1864,WO4619,217,1
TO1864,WO4620,281,3
TO1864,WO4621,41,8
TO1865,WO4622,308,5
TO1865,WO4623,291,5
TO1865,WO4624,184,2
TO1865,WO4625,212,5
TO1866,WO4626,149,1
TO1867,WO4627,328,7
TO1868,WO4628,351,8
TO1868,WO4629,94,6
TO1868,WO4630,105,8
TO1869,WO4631,248,6
TO1869,WO4632,215,6
TO1870,WO4633,230,8
TO1870,WO4634,358,2
TO1871,WO4635,173,2
TO1872,WO4636,224,8
TO1872,WO4637,339,9
TO1872,WO4638,98,6
TO1872,WO4639,350,7
TO1873,WO4640,168,1
TO1873,WO4641,350,8
TO1873,WO4642,176,9
TO1873,WO4643,275,1
TO1874,WO4644,165,10
TO1875,WO4645,102,8
TO1875,WO4646,205,8
TO1875,WO4647,171,4
TO1876,WO4648,54,4
TO1876,WO4649,58,8
TO1877,WO4650,313,1
TO1877,WO4651,181,10
TO1877,WO4652,86,3
TO1878,WO4653,260,8
TO1879,WO4654,323,9
TO1879,WO4655,173,9
TO1879,WO4656,355,2
TO1879,WO4657,344,9
TO1880,WO4658,297,1
TO1880,WO4659,100,2
TO1880,WO4660,115,9
TO1881,WO4661,136,4
TO1881,WO4662,263,8
TO1881,WO4663,253,6
TO1881,WO4664,268,6
TO1882,WO4665,85,1
TO1882,WO4666,280,10
TO1882,WO4667,124,10
TO1883,WO4668,36,3
TO1883,WO4669,168,7
TO1883,WO4670,288,10
TO1883,WO4671,58,7
TO1884,WO4672,36,7
TO1885,WO4673,330,5
TO1885,WO4674,244,2
TO1886,WO4675,174,4
TO1886,WO4676,69,1
TO1886,WO4677,328,8
TO1887,WO4678,338,2
TO1887,WO4679,173,7
TO1887,WO4680,213,6
TO1887,WO4681,283,8
TO1888,WO4682,171,6
TO1888,WO4683,61,7
TO1889,WO4684,299,4
TO1889,WO4685,204,10
TO1890,WO4686,86,9
TO1890,WO4687,77,3
TO1890,WO4688,232,6
TO1891,WO4689,40,8
TO1891,WO4690,359,10
TO1891,WO4691,331,3
TO1891,WO4692,65,7
TO1892,WO4693,194,8
TO1893,WO4694,237,7
TO1893,WO4695,219,8
TO1893,WO4696,66,5
TO1894,WO4697,204,7
TO1895,WO4698,112,3
TO1895,WO4699,52,3
TO1895,WO4700,227,2
TO1895,WO4701,99,4
TO1896,WO4702,102,9
TO1896,WO4703,244,5
TO1896,WO4704,291,1
TO1896,WO4705,273,8
TO1897,WO4706,288,1
TO1897,WO4707,351,8
TO1897,WO4708,211,4
TO1898,WO4709,116,7
TO1898,WO4710,273,2
TO1899,WO4711,276,9
TO1899,WO4712,182,7
TO1900,WO4713,56,4
TO1900,WO4714,286,6
TO1900,WO4715,315,1
TO1900,WO4716,252,1
TO1901,WO4717,324,4
TO1901,WO4718,313,4
TO1901,WO4719,287,2
TO1902,WO4720,40,8
TO1902,WO4721,174,7
TO1902,WO4722,106,3
TO1903,WO4723,53,3
TO1903,WO4724,331,10
TO1904,WO4725,285,10
TO1905,WO4726,260,9
TO1906,WO4727,350,7
TO1907,WO4728,110,9
TO1907,WO4729,291,1
TO1907,WO4730,152,6
TO1907,WO4731,36,1
TO1908,WO4732,216,8
TO1908,WO4733,294,3
TO1909,WO4734,145,6
TO1909,WO4735,294,7
TO1910,WO4736,272,8
TO1911,WO4737,48,1
TO1911,WO4738,341,7
TO1911,WO4739,316,1
TO1911,WO4740,102,1
TO1912,WO4741,138,2
TO1912,WO4742,196,8
TO1912,WO4743,230,1
TO1913,WO4744,284,4
TO1913,WO4745,234,4
TO1913,WO4746,192,2
TO1914,WO4747,255,5
TO1914,WO4748,116,6
TO1914,WO4749,127,5
TO1914,WO4750,37,3
TO1915,WO4751,315,4
TO1915,WO4752,49,10
TO1916,WO4753,104,9
TO1916,WO4754,335,9
TO1916,WO4755,314,8
TO1917,WO4756,62,5
TO1917,WO4757,242,2
TO1917,WO4758,346,2
TO1918,WO4759,239,3
TO1918,WO4760,202,8
TO1918,WO4761,347,4
TO1918,WO4762,49,6
TO1919,WO4763,180,4
TO1919,WO4764,64,10
TO1919,WO4765,178,3
TO1919,WO4766,129,6
TO1920,WO4767,64,7
TO1921,WO4768,64,3
TO1921,WO4769,55,10
TO1922,WO4770,295,6
TO1922,WO4771,348,2
TO1922,WO4772,184,7
TO1923,WO4773,359,9
TO1923,WO4774,252,7
TO1923,WO4775,99,9
TO1924,WO4776,146,8
TO1925,WO4777,323,8
TO1926,WO4778,287,6
TO1926,WO4779,62,8
TO1927,WO4780,114,2
TO1928,WO4781,226,5
TO1928,WO4782,296,3
TO1929,WO4783,179,7
TO1930,WO4784,62,3
TO1930,WO4785,34,4
TO1930,WO4786,104,2
TO1930,WO4787,318,2
TO1931,WO4788,47,2
TO1931,WO4789,193,8
TO1931,WO4790,146,1
TO1931,WO4791,311,3
TO1932,WO4792,128,10
TO1932,WO4793,142,9
TO1933,WO4794,307,1
TO1934,WO4795,349,4
TO1935,WO4796,307,9
TO1935,WO4797,46,10
TO1935,WO4798,325,6
TO1935,WO4799,345,9
TO1936,WO4800,177,6
TO1937,WO4801,227,1
TO1937,WO4802,95,1
TO1937,WO4803,264,7
TO1938,WO4804,87,10
TO1938,WO4805,316,10
TO1938,WO4806,132,10
TO1938,WO4807,123,8
TO1939,WO4808,229,5
TO1940,WO4809,255,9
TO1940,WO4810,60,8
TO1940,WO4811,295,2
TO1940,WO4812,70,5
TO1941,WO4813,233,4
TO1942,WO4814,199,6
TO1942,WO4815,224,4
TO1943,WO4816,232,3
TO1943,WO4817,348,6
TO1943,WO4818,206,6
TO1943,WO4819,98,6
TO1944,WO4820,132,3
TO1944,WO4821,156,4
TO1945,WO4822,102,5
TO1945,WO4823,49,2
TO1945,WO4824,213,2
TO1945,WO4825,105,10
TO1946,WO4826,69,2
TO1946,WO4827,137,10
TO1947,WO4828,132,3
TO1947,WO4829,63,3
TO1947,WO4830,186,1
TO1948,WO4831,73,5
TO1948,WO4832,188,8
TO1948,WO4833,210,4
TO1949,WO4834,294,10
TO1950,WO4835,90,10
TO1950,WO4836,175,2
TO1951,WO4837,319,8
TO1951,WO4838,268,9
TO1951,WO4839,331,1
TO1952,WO4840,348,5
TO1953,WO4841,103,4
TO1954,WO4842,39,3
TO1954,WO4843,311,8
TO1954,WO4844,338,10
TO1954,WO4845,142,1
TO1955,WO4846,311,4
TO1955,WO4847,72,6
TO1956,WO4848,148,8
TO1956,WO4849,191,9
TO1956,WO4850,119,6
TO1957,WO4851,259,3
TO1957,WO4852,231,1
TO1958,WO4853,82,7
TO1958,WO4854,164,2
TO1958,WO4855,140,2
TO1959,WO4856,118,3
TO1959,WO4857,77,6
TO1959,WO4858,54,6
TO1960,WO4859,185,1
TO1960,WO4860,336,7
TO1960,WO4861,346,7
TO1960,WO4862,110,8
TO1961,WO4863,108,6
TO1961,WO4864,227,4
TO1962,WO4865,70,8
TO1962,WO4866,138,1
TO1962,WO4867,136,5
TO1962,WO4868,320,9
TO1963,WO4869,160,10
TO1963,WO4870,130,6
TO1963,WO4871,297,4
TO1964,WO4872,61,7
TO1964,WO4873,279,8
TO1964,WO4874,216,6
TO1964,WO4875,79,3
TO1965,WO4876,46,3
TO1965,WO4877,190,10
TO1965,WO4878,284,1
TO1965,WO4879,31,9
TO1966,WO4880,341,10
TO1966,WO4881,83,7
TO1967,WO4882,216,8
TO1967,WO4883,144,7
TO1967,WO4884,336,7
TO1968,WO4885,304,5
TO1969,WO4886,267,7
TO1969,WO4887,252,8
TO1970,WO4888,154,5
TO1971,WO4889,299,6
TO1971,WO4890,88,4
TO1971,WO4891,297,6
TO1972,WO4892,46,7
TO1972,WO4893,261,10
TO1972,WO4894,258,3
TO1973,WO4895,155,5
TO1974,WO4896,63,5
TO1975,WO4897,340,6
TO1975,WO4898,236,5
TO1975,WO4899,36,2
TO1976,WO4900,327,7
TO1976,WO4901,91,6
TO1976,WO4902,61,9
TO1977,WO4903,53,8
TO1977,WO4904,229,10
TO1978,WO4905,216,2
TO1978,WO4906,283,7
TO1979,WO4907,41,3
TO1979,WO4908,289,2
TO1980,WO4909,213,2
TO1980,WO4910,79,1
TO1981,WO4911,170,4
TO1981,WO4912,314,2
TO1981,WO4913,106,10
TO1982,WO4914,84,5
TO1983,WO4915,347,9
TO1983,WO4916,260,1
TO1983,WO4917,173,10
TO1984,WO4918,253,1
TO1985,WO4919,349,9
TO1985,WO4920,104,3
TO1985,WO4921,120,4
TO1986,WO4922,277,7
TO1986,WO4923,123,2
TO1986,WO4924,55,7
TO1987,WO4925,124,10
TO1987,WO4926,39,5
TO1987,WO4927,323,10
TO1988,WO4928,165,8
TO1988,WO4929,184,4
TO1988,WO4930,53,1
TO1989,WO4931,197,8
TO1989,WO4932,345,6
TO1989,WO4933,154,2
TO1989,WO4934,187,1
TO1990,WO4935,226,4
TO1990,WO4936,134,9
TO1990,WO4937,110,7
TO1991,WO4938,178,9
TO1991,WO4939,329,2
TO1991,WO4940,236,9
TO1992,WO4941,192,3
TO1992,WO4942,313,3
TO1993,WO4943,165,5
TO1994,WO4944,58,1
TO1994,WO4945,213,4
TO1995,WO4946,292,10
TO1995,WO4947,211,3
TO1995,WO4948,178,2
TO1996,WO4949,334,6
TO1996,WO4950,277,5
TO1996,WO4951,239,6
TO1996,WO4952,267,4
TO1997,WO4953,183,7
TO1997,WO4954,169,1
TO1998,WO4955,49,3
TO1999,WO4956,327,4
TO1999,WO4957,301,2
TO2000,WO4958,126,10
TO2001,WO4959,354,6
TO2001,WO4960,239,2
TO2001,WO4961,275,7
TO2001,WO4962,267,6
TO2002,WO4963,227,8
TO2002,WO4964,43,1
TO2002,WO4965,180,10
TO2002,WO4966,325,2
TO2003,WO4967,79,2
TO2003,WO4968,91,9
TO2003,WO4969,319,9
TO2004,WO4970,144,9
TO2004,WO4971,91,8
TO2005,WO4972,257,9
TO2006,WO4973,244,8
TO2006,WO4974,312,5
TO2006,WO4975,174,10
TO2007,WO4976,136,5
TO2007,WO4977,120,10
TO2008,WO4978,237,5
TO2009,WO4979,316,7
TO2009,WO4980,39,7
TO2009,WO4981,249,1
TO2009,WO4982,114,4
TO2010,WO4983,314,1
TO2011,WO4984,228,6
TO2011,WO4985,264,10
TO2011,WO4986,230,3
TO2012,WO4987,189,8
TO2012,WO4988,258,7
TO2013,WO4989,239,5
TO2013,WO4990,347,1
TO2013,WO4991,152,10
TO2014,WO4992,139,1
TO2014,WO4993,255,3
TO2015,WO4994,162,1
TO2015,WO4995,312,6
TO2015,WO4996,284,7
TO2015,WO4997,167,10
TO2016,WO4998,234,5
TO2016,WO4999,85,2
TO2017,WO5000,282,6
TO2017,WO5001,223,9
TO2017,WO5002,124,5
TO2017,WO5003,85,1
TO2018,WO5004,161,3
TO2019,WO5005,352,1
TO2019,WO5006,192,7
TO2020,WO5007,250,4
TO2020,WO5008,112,8
TO2021,WO5009,167,3
TO2021,WO5010,212,1
TO2022,WO5011,354,6
TO2022,WO5012,125,9
TO2022,WO5013,275,4
TO2022,WO5014,244,2
TO2023,WO5015,129,6
TO2023,WO5016,99,4
TO2023,WO5017,35,3
TO2024,WO5018,59,9
TO2024,WO5019,136,3
TO2025,WO5020,251,6
TO2025,WO5021,42,1
TO2025,WO5022,43,6
TO2025,WO5023,80,6
TO2026,WO5024,102,1
TO2026,WO5025,211,9
TO2027,WO5026,290,2
TO2028,WO5027,256,5
TO2028,WO5028,321,8
TO2029,WO5029,226,7
TO2029,WO5030,300,2
TO2029,WO5031,143,5
TO2029,WO5032,104,6
TO2030,WO5033,301,8
TO2030,WO5034,302,3
TO2030,WO5035,183,6
TO2031,WO5036,158,1
TO2031,WO5037,73,5
TO2031,WO5038,234,2
TO2032,WO5039,154,1
TO2033,WO5040,197,4
TO2033,WO5041,242,5
TO2033,WO5042,198,10
TO2033,WO5043,88,10
TO2034,WO5044,95,4
TO2034,WO5045,351,2
TO2034,WO5046,85,7
TO2034,WO5047,341,1
TO2035,WO5048,265,2
TO2035,WO5049,121,9
TO2035,WO5050,40,2
TO2035,WO5051,348,6
TO2036,WO5052,286,6
TO2037,WO5053,55,3
TO2037,WO5054,311,1
TO2038,WO5055,126,7
TO2039,WO5056,34,3
TO2039,WO5057,178,5
TO2040,WO5058,143,9
TO2040,WO5059,340,3
TO2041,WO5060,113,8
TO2041,WO5061,77,8
TO2042,WO5062,285,1
TO2042,WO5063,264,4
TO2042,WO5064,44,1
TO2042,WO5065,324,3
TO2043,WO5066,142,8
TO2043,WO5067,316,6
TO2044,WO5068,71,9
TO2044,WO5069,316,2
TO2045,WO5070,347,7
TO2045,WO5071,283,9
TO2045,WO5072,228,2
TO2046,WO5073,213,8
TO2046,WO5074,95,5
TO2046,WO5075,73,6
TO2047,WO5076,50,9
TO2047,WO5077,54,10
TO2048,WO5078,192,8
TO2048,WO5079,265,4
TO2048,WO5080,320,2
TO2049,WO5081,178,9
TO2049,WO5082,150,5
TO2050,WO5083,301,6
TO2051,WO5084,287,5
TO2051,WO5085,174,6
