transferOrdNo,quantity,woNumber,franchise,product,uom
TO11313,46,WO28324,ab,0U1BU,ltr
TO11313,34,WO28325,ab,HVG1R,ltr
TO11313,100,WO28326,ed,R9994,kg
TO11314,23,WO28327,cd,6U6ZG,ltr
TO11315,92,WO28328,ed,PAECQ,ltr
TO11315,29,WO28329,ed,JTURZ,pcs
TO11316,12,WO28330,bc,0MR3R,ltr
TO11316,72,WO28331,cd,2JLET,pcs
TO11316,36,WO28332,cd,GUP3U,pcs
TO11317,43,WO28333,bc,C8T4V,ltr
TO11318,40,WO28334,bc,8NGNY,kg
TO11318,57,WO28335,ed,ELYAD,pcs
TO11318,20,WO28336,cd,QXCEY,pcs
TO11319,23,WO28337,ed,MR8EP,ltr
TO11319,46,WO28338,bc,Q397M,kg
TO11319,25,WO28339,ed,QQ2BS,ltr
TO11320,66,WO28340,cd,BFECY,kg
TO11320,70,WO28341,cd,OGGWA,pcs
TO11320,6,WO28342,ab,KTL94,pcs
TO11320,9,WO28343,ab,2JLET,kg
TO11321,48,WO28344,ed,I8LV6,ltr
TO11321,86,WO28345,ed,GHQS4,pcs
TO11322,17,WO28346,ed,3XEL4,ltr
TO11323,2,WO28347,cd,0HGAX,ltr
TO11323,87,WO28348,ab,9S48F,pcs
TO11323,67,WO28349,ab,ZVJSU,kg
TO11324,84,WO28350,ab,EOSV2,pcs
TO11324,100,WO28351,bc,58VE1,pcs
TO11325,11,WO28352,cd,2K1V5,ltr
TO11326,11,WO28353,cd,LV7D1,kg
TO11327,52,WO28354,ab,5EZDO,ltr
TO11327,100,WO28355,cd,8EB9Q,pcs
TO11327,81,WO28356,ed,2HZZE,pcs
TO11327,7,WO28357,bc,FFD64,ltr
TO11328,83,WO28358,ab,Z3O5K,kg
TO11329,69,WO28359,cd,RSYEN,pcs
TO11329,70,WO28360,ab,R457M,ltr
TO11330,27,WO28361,cd,FY7YK,ltr
TO11330,21,WO28362,ab,OJOXP,ltr
TO11331,76,WO28363,ab,GZANS,ltr
TO11331,93,WO28364,ab,YBXAQ,pcs
TO11332,69,WO28365,ed,MAYFN,kg
TO11333,4,WO28366,ab,CU8EH,ltr
TO11333,22,WO28367,bc,6PIGY,kg
TO11333,31,WO28368,cd,89P97,pcs
TO11333,7,WO28369,ed,A1HYG,kg
TO11334,24,WO28370,ab,9VDIU,pcs
TO11334,42,WO28371,cd,N0A7E,kg
TO11334,65,WO28372,ab,DD4KH,kg
TO11334,60,WO28373,ed,UGSZ2,pcs
TO11335,10,WO28374,cd,1GXNP,pcs
TO11335,97,WO28375,ed,GGJBJ,pcs
TO11335,39,WO28376,ab,36NTR,ltr
TO11335,94,WO28377,bc,HW8PQ,pcs
TO11336,89,WO28378,cd,DSMF7,pcs
TO11336,58,WO28379,bc,BBUGK,pcs
TO11336,83,WO28380,ab,0MLXM,kg
TO11337,59,WO28381,ed,L1SJU,pcs
TO11337,93,WO28382,cd,K1QWS,kg
TO11337,12,WO28383,bc,V0S9A,ltr
TO11337,37,WO28384,ed,USPNI,kg
TO11338,54,WO28385,ed,B3MED,pcs
TO11338,17,WO28386,ab,67RX2,pcs
TO11338,27,WO28387,ab,A8OIE,pcs
TO11339,58,WO28388,ab,MZMGO,pcs
TO11340,1,WO28389,ab,GBX41,pcs
TO11340,54,WO28390,ed,14G5W,ltr
TO11341,71,WO28391,bc,NVBL9,pcs
TO11341,28,WO28392,ed,BSYWA,ltr
TO11341,42,WO28393,bc,JXEQA,kg
TO11341,43,WO28394,ed,TEAGQ,ltr
TO11342,92,WO28395,bc,1RXSI,kg
TO11342,44,WO28396,ed,7J196,kg
TO11342,59,WO28397,bc,ZIC2T,kg
TO11343,35,WO28398,cd,C8T4V,ltr
TO11343,52,WO28399,ed,RNGME,ltr
TO11344,6,WO28400,bc,DEBGB,ltr
TO11344,55,WO28401,cd,AJ3JA,ltr
TO11345,2,WO28402,cd,AT10M,pcs
TO11345,62,WO28403,ed,ABV94,ltr
TO11345,96,WO28404,ab,OHR62,ltr
TO11346,11,WO28405,ed,L0IVQ,pcs
TO11346,59,WO28406,ab,GUP3U,ltr
TO11346,53,WO28407,cd,5MLYP,pcs
TO11346,81,WO28408,ab,9CNHA,ltr
TO11347,7,WO28409,ab,DQEHA,kg
TO11348,56,WO28410,ab,OFJ27,kg
TO11348,5,WO28411,ed,35DNC,pcs
TO11349,6,WO28412,bc,WGZTK,kg
TO11349,88,WO28413,cd,VSSKC,kg
TO11350,59,WO28414,bc,HGEZ6,pcs
TO11351,18,WO28415,bc,8EB9Q,pcs
TO11351,60,WO28416,bc,QV8KL,pcs
TO11351,8,WO28417,ed,AEI9C,kg
TO11351,75,WO28418,cd,6U6ZG,ltr
TO11352,70,WO28419,ed,WEFZ6,kg
TO11353,7,WO28420,ab,8LC2H,ltr
TO11353,17,WO28421,ed,1BORE,pcs
TO11353,99,WO28422,ab,38XS1,ltr
TO11353,69,WO28423,cd,NGKSA,pcs
TO11354,82,WO28424,ed,ED5EK,kg
TO11354,82,WO28425,ab,10OH8,ltr
TO11354,34,WO28426,ed,0QNUV,pcs
TO11355,60,WO28427,cd,D4IED,ltr
TO11356,15,WO28428,ed,3IXCE,pcs
TO11356,38,WO28429,ab,8QKFE,pcs
TO11357,55,WO28430,bc,I5TI3,ltr
TO11357,2,WO28431,ab,XRE2R,ltr
TO11357,23,WO28432,bc,NTLM0,pcs
TO11357,40,WO28433,ed,UFGSZ,ltr
TO11358,1,WO28434,ed,WPBRC,ltr
TO11358,89,WO28435,ab,MDRUH,ltr
TO11359,4,WO28436,cd,C5C6B,kg
TO11360,71,WO28437,bc,ZPKFN,kg
TO11361,7,WO28438,ed,61X1S,kg
TO11361,94,WO28439,ab,2HZZE,kg
TO11361,64,WO28440,bc,IKLC4,ltr
TO11362,51,WO28441,cd,YFQQS,kg
TO11363,39,WO28442,cd,WY18P,ltr
TO11363,63,WO28443,bc,YV5SN,pcs
TO11363,52,WO28444,ab,SU2VM,kg
TO11364,50,WO28445,ab,XCKEQ,ltr
TO11364,82,WO28446,ab,VVZ4L,kg
TO11364,29,WO28447,ab,1RXSI,pcs
TO11364,33,WO28448,cd,SE2HP,kg
TO11365,4,WO28449,cd,CEC2Z,pcs
TO11365,11,WO28450,ab,WY18P,pcs
TO11365,3,WO28451,ab,T8J57,pcs
TO11365,10,WO28452,bc,AWFJ1,ltr
TO11366,16,WO28453,ed,NUXGX,pcs
TO11366,10,WO28454,cd,3JYDE,kg
TO11366,31,WO28455,ab,JYK4E,kg
TO11367,54,WO28456,ab,C0LEF,ltr
TO11367,90,WO28457,bc,3IXCE,kg
TO11367,48,WO28458,ed,SU2VM,kg
TO11368,28,WO28459,ed,JBQG0,kg
TO11368,73,WO28460,cd,50JKS,pcs
TO11368,20,WO28461,cd,MR8EP,ltr
TO11369,50,WO28462,cd,D0IBL,pcs
TO11369,32,WO28463,bc,YUQC1,kg
TO11370,100,WO28464,ab,DA1JE,pcs
TO11370,77,WO28465,cd,A0G76,pcs
TO11370,29,WO28466,ed,E7ZIY,pcs
TO11370,64,WO28467,cd,4VL6Z,ltr
TO11371,41,WO28468,ed,6G2MP,kg
TO11371,27,WO28469,ab,K2M0E,kg
TO11371,79,WO28470,ab,WX7K8,kg
TO11371,88,WO28471,bc,L1SJU,ltr
TO11372,74,WO28472,ab,M62SF,pcs
TO11372,88,WO28473,ed,F4O0L,pcs
TO11372,20,WO28474,ed,58VE1,ltr
TO11373,57,WO28475,bc,VJ3JM,ltr
TO11373,29,WO28476,cd,9DVV5,kg
TO11373,83,WO28477,ab,ITILP,ltr
TO11373,48,WO28478,cd,000GM,kg
TO11374,55,WO28479,ed,0R3IV,kg
TO11375,8,WO28480,bc,R0LKW,ltr
TO11375,11,WO28481,bc,50BZD,kg
TO11375,66,WO28482,ab,AWGD2,ltr
TO11375,92,WO28483,ab,4W1XI,kg
TO11376,18,WO28484,bc,PIHBB,kg
TO11376,35,WO28485,ed,TQYBF,pcs
TO11376,59,WO28486,ab,0VWWL,ltr
TO11376,65,WO28487,ed,S0QN8,ltr
TO11377,56,WO28488,ed,K49LY,pcs
TO11377,5,WO28489,cd,4T7UT,pcs
TO11377,19,WO28490,ed,MZMGO,ltr
TO11378,74,WO28491,ab,LXKSD,pcs
TO11378,55,WO28492,ed,J233J,ltr
TO11378,77,WO28493,ed,1FJ3N,pcs
TO11378,50,WO28494,ab,IHTRB,kg
TO11379,92,WO28495,ed,M62SF,ltr
TO11379,63,WO28496,ed,WWLQ0,ltr
TO11380,71,WO28497,ed,X2TT2,pcs
TO11380,11,WO28498,ab,QLFIM,pcs
TO11380,36,WO28499,ab,WQGBT,kg
TO11381,92,WO28500,cd,113YD,kg
TO11381,44,WO28501,ed,E7ZIY,pcs
TO11381,71,WO28502,ed,6U6ZG,kg
TO11381,34,WO28503,bc,YUQC1,kg
TO11382,83,WO28504,ab,OZ8EO,pcs
TO11382,68,WO28505,ed,EN5X5,pcs
TO11382,83,WO28506,cd,EYXST,ltr
TO11383,100,WO28507,ed,NVBL9,kg
TO11383,8,WO28508,ab,7DA7N,ltr
TO11383,92,WO28509,ab,ZEL89,kg
TO11383,34,WO28510,ab,LLOW3,pcs
TO11384,73,WO28511,cd,0DLHC,kg
TO11384,23,WO28512,ed,LLOW3,pcs
TO11384,39,WO28513,bc,3IO7O,ltr
TO11385,67,WO28514,cd,IQZUP,ltr
TO11385,75,WO28515,cd,2HPJC,ltr
TO11385,63,WO28516,ab,V175K,kg
TO11385,8,WO28517,ab,NIHLR,ltr
TO11386,63,WO28518,bc,MEG3Y,kg
TO11387,98,WO28519,ed,TWWTF,pcs
TO11387,47,WO28520,cd,3MA4I,pcs
TO11388,2,WO28521,ab,WBIQB,ltr
TO11389,48,WO28522,bc,FA5HN,ltr
TO11389,10,WO28523,cd,8UFGG,kg
TO11389,34,WO28524,ab,PAGJ5,ltr
TO11390,23,WO28525,cd,P1B48,ltr
TO11390,7,WO28526,ab,IP90I,ltr
TO11390,23,WO28527,ab,AJL9M,pcs
TO11390,53,WO28528,ed,O8XB5,ltr
TO11391,87,WO28529,ed,EXBCC,kg
TO11391,64,WO28530,cd,08T7S,ltr
TO11392,85,WO28531,bc,AXNBE,ltr
TO11392,34,WO28532,ab,YISYD,pcs
TO11392,34,WO28533,cd,ATULS,ltr
TO11393,82,WO28534,ed,78K68,ltr
TO11393,59,WO28535,bc,BGXLE,pcs
TO11394,60,WO28536,cd,1RMDP,ltr
TO11394,86,WO28537,cd,YQQBQ,kg
TO11394,67,WO28538,cd,DXU9G,kg
TO11394,4,WO28539,cd,676BZ,pcs
TO11395,17,WO28540,ed,3JOFT,kg
TO11395,50,WO28541,ab,MBJRU,kg
TO11396,41,WO28542,bc,HZUW0,pcs
TO11397,34,WO28543,bc,BJ7NZ,kg
TO11397,63,WO28544,cd,3JYDE,ltr
TO11397,37,WO28545,cd,DHYB9,ltr
TO11398,70,WO28546,cd,4VL6Z,kg
TO11398,13,WO28547,cd,0R3IV,ltr
TO11398,39,WO28548,ed,DNCBP,ltr
TO11398,19,WO28549,cd,ZVJSU,kg
TO11399,44,WO28550,cd,CEC2Z,kg
TO11399,74,WO28551,ed,SKO2B,kg
TO11400,17,WO28552,ed,JDL7G,ltr
TO11400,25,WO28553,cd,BDCOB,pcs
TO11400,16,WO28554,bc,AZU17,ltr
TO11400,99,WO28555,ab,USPNI,ltr
TO11401,83,WO28556,bc,5PPRF,pcs
TO11401,78,WO28557,cd,PAGJ5,kg
TO11401,86,WO28558,cd,5XHAK,kg
TO11401,17,WO28559,ab,CDM23,ltr
TO11402,58,WO28560,ed,WY18P,pcs
TO11403,52,WO28561,cd,UGDN1,kg
TO11403,2,WO28562,bc,WHG9X,kg
TO11403,3,WO28563,ab,B3MED,pcs
TO11404,83,WO28564,ed,KCH6W,kg
TO11405,27,WO28565,ab,4KETD,pcs
TO11405,92,WO28566,cd,331FJ,kg
TO11405,40,WO28567,cd,VV317,ltr
TO11405,61,WO28568,bc,HVUPO,pcs
TO11406,19,WO28569,cd,0MCRQ,ltr
TO11407,15,WO28570,bc,YFQQS,kg
TO11407,65,WO28571,ed,0VWWL,kg
TO11407,69,WO28572,ed,AEI9C,kg
TO11408,36,WO28573,ab,WQGBT,kg
TO11408,48,WO28574,cd,UMFEY,pcs
TO11409,41,WO28575,ab,5RBJB,ltr
TO11409,60,WO28576,cd,LLFIE,ltr
TO11409,63,WO28577,ed,L1L3G,pcs
TO11410,80,WO28578,bc,9G9QU,ltr
TO11410,23,WO28579,cd,2F0NY,kg
TO11411,30,WO28580,bc,J9XEW,kg
TO11411,55,WO28581,ab,WE9MP,ltr
TO11411,57,WO28582,cd,CAC97,kg
TO11411,11,WO28583,cd,89LBB,pcs
TO11412,74,WO28584,ab,8NGNY,ltr
TO11412,31,WO28585,ab,G0R89,ltr
TO11413,17,WO28586,ed,5PPRF,ltr
TO11413,71,WO28587,cd,C5JBZ,pcs
TO11413,77,WO28588,cd,2H0LZ,pcs
TO11414,43,WO28589,bc,G0R89,ltr
TO11415,51,WO28590,ab,VZ124,ltr
TO11415,7,WO28591,cd,BM4DN,pcs
TO11416,82,WO28592,bc,RJD7Q,kg
TO11416,37,WO28593,bc,14G5W,ltr
TO11417,21,WO28594,ed,AW7TN,ltr
TO11418,92,WO28595,cd,EIR2S,kg
TO11418,62,WO28596,ed,S1RUX,ltr
TO11419,60,WO28597,bc,APLGY,kg
TO11420,44,WO28598,ed,WIZ9P,ltr
TO11421,20,WO28599,cd,6VL3N,kg
TO11422,6,WO28600,ed,MT9V8,kg
TO11422,35,WO28601,ed,3OLSB,ltr
TO11422,43,WO28602,ab,J78XF,pcs
TO11423,1,WO28603,ed,TQAYL,pcs
TO11423,47,WO28604,ab,9S48F,kg
TO11423,91,WO28605,bc,OHR62,ltr
TO11423,23,WO28606,cd,9323G,kg
TO11424,72,WO28607,cd,7J196,ltr
TO11424,18,WO28608,cd,BM4DN,pcs
TO11424,13,WO28609,bc,WY18P,ltr
TO11424,30,WO28610,ab,QXCEY,ltr
TO11425,96,WO28611,ab,T74UN,kg
TO11425,53,WO28612,cd,DRKZ0,ltr
TO11426,86,WO28613,ed,OZ8EO,pcs
TO11426,77,WO28614,cd,9JNIH,pcs
TO11426,67,WO28615,ab,R3KIT,pcs
TO11427,64,WO28616,cd,DSKIB,pcs
TO11428,65,WO28617,ed,CA1XC,kg
TO11429,24,WO28618,ab,BKVHK,ltr
TO11429,62,WO28619,cd,TQ8MD,kg
TO11429,68,WO28620,ab,RNGME,pcs
TO11430,35,WO28621,cd,EOSV2,pcs
TO11430,76,WO28622,cd,L1UXV,pcs
TO11430,59,WO28623,cd,B8PGP,ltr
TO11431,9,WO28624,bc,3C7OG,ltr
TO11432,64,WO28625,ab,ZB42R,kg
TO11432,80,WO28626,ab,IMS6T,kg
TO11432,76,WO28627,cd,00QSI,ltr
TO11432,41,WO28628,cd,8EB9Q,kg
TO11433,31,WO28629,ed,1N4PU,ltr
TO11433,62,WO28630,cd,0VWWL,pcs
TO11433,1,WO28631,ab,HWEZ8,kg
TO11434,99,WO28632,ed,G0R89,pcs
TO11434,49,WO28633,ed,YF48Y,kg
TO11435,30,WO28634,ed,DD4KH,ltr
TO11435,27,WO28635,ab,QV8KL,pcs
TO11436,31,WO28636,cd,PMZX8,pcs
TO11436,100,WO28637,bc,M9LJA,ltr
TO11437,72,WO28638,bc,0PTGT,ltr
TO11437,90,WO28639,bc,WNF2Z,pcs
TO11437,76,WO28640,cd,Z7I2A,pcs
TO11437,76,WO28641,bc,GZANS,ltr
TO11438,19,WO28642,ab,YFQQS,pcs
TO11438,68,WO28643,cd,JVIYU,kg
TO11438,23,WO28644,ab,KKRGE,ltr
TO11438,42,WO28645,ed,ODGGP,kg
TO11439,80,WO28646,bc,UEXKT,ltr
TO11439,64,WO28647,cd,FKG6V,ltr
TO11440,59,WO28648,cd,UR4TW,ltr
TO11440,60,WO28649,ed,QXCEY,kg
TO11440,100,WO28650,cd,L808W,ltr
TO11441,24,WO28651,ab,KJZQP,pcs
TO11441,86,WO28652,cd,0JQJK,ltr
TO11441,46,WO28653,ed,94E0W,ltr
TO11441,17,WO28654,ed,XG6CJ,kg
TO11442,6,WO28655,ed,IK4AE,pcs
TO11442,92,WO28656,bc,4PUWT,kg
TO11443,77,WO28657,ab,R6HEM,kg
TO11443,18,WO28658,ab,IBRKZ,kg
TO11444,35,WO28659,cd,72KFJ,kg
TO11445,45,WO28660,ab,784FH,pcs
TO11445,58,WO28661,ab,NIHLR,ltr
TO11446,44,WO28662,ed,5PPRF,kg
TO11446,54,WO28663,cd,E0BEP,kg
TO11446,37,WO28664,cd,DCJTF,ltr
TO11446,54,WO28665,cd,RNGME,pcs
TO11447,29,WO28666,ab,2JLET,ltr
TO11448,96,WO28667,cd,DSMF7,kg
TO11449,72,WO28668,bc,U3CC1,pcs
TO11449,49,WO28669,ed,78K68,ltr
TO11449,4,WO28670,bc,BG4WU,kg
TO11450,6,WO28671,cd,SIZZ6,ltr
TO11450,2,WO28672,ed,WWLQ0,ltr
TO11450,65,WO28673,ab,X99UZ,ltr
TO11451,15,WO28674,ab,XI353,pcs
TO11452,62,WO28675,bc,X82SM,ltr
TO11452,34,WO28676,ab,ZM89L,kg
TO11452,72,WO28677,ed,BDX3G,kg
TO11452,70,WO28678,cd,7DA7N,ltr
TO11453,62,WO28679,bc,JBW97,pcs
TO11453,29,WO28680,ed,BFECY,pcs
TO11454,94,WO28681,ab,BKVHK,kg
TO11454,41,WO28682,ab,CMY0Z,kg
TO11454,92,WO28683,ed,1G6M8,pcs
TO11455,3,WO28684,cd,KITZ7,kg
TO11455,1,WO28685,cd,G0R89,kg
TO11455,96,WO28686,ab,0PEYK,pcs
TO11456,45,WO28687,ab,C6JFV,pcs
TO11456,82,WO28688,ab,EMPOU,ltr
TO11456,35,WO28689,bc,0PEYK,ltr
TO11457,6,WO28690,ed,ZIC2T,pcs
TO11457,100,WO28691,ed,744FO,kg
TO11457,93,WO28692,cd,AF73F,ltr
TO11458,46,WO28693,cd,YUQC1,pcs
TO11459,100,WO28694,bc,9PLCJ,kg
TO11459,39,WO28695,cd,YQGUJ,kg
TO11460,20,WO28696,bc,K98PQ,ltr
TO11460,93,WO28697,cd,GBX41,kg
TO11461,100,WO28698,ed,QV8KL,kg
TO11461,62,WO28699,ed,ZXLHZ,kg
TO11461,6,WO28700,bc,KPD03,pcs
TO11461,52,WO28701,ab,EOSV2,pcs
TO11462,75,WO28702,cd,BA0K4,ltr
TO11462,42,WO28703,bc,7DA7N,kg
TO11462,88,WO28704,bc,TEAGQ,pcs
TO11462,24,WO28705,ab,AVJTI,kg
TO11463,33,WO28706,ed,1S6IY,kg
TO11464,66,WO28707,bc,UBBQE,pcs
TO11464,58,WO28708,ab,ZM4EE,pcs
TO11464,80,WO28709,ed,0F9N1,kg
TO11465,99,WO28710,cd,ADYLG,pcs
TO11465,81,WO28711,cd,UR4TW,ltr
TO11465,6,WO28712,bc,RNGME,kg
TO11466,56,WO28713,ab,XZHAK,ltr
TO11466,12,WO28714,ab,6NEHQ,kg
TO11466,52,WO28715,cd,JYK4E,pcs
TO11466,50,WO28716,ab,ZRAG5,ltr
TO11467,50,WO28717,cd,557A5,ltr
TO11467,52,WO28718,cd,LMJPL,kg
TO11467,21,WO28719,bc,P1B48,ltr
TO11467,41,WO28720,bc,97EVG,kg
TO11468,24,WO28721,ab,8NSEZ,kg
TO11469,65,WO28722,bc,5EXOS,kg
TO11469,3,WO28723,ab,Z3GYB,ltr
TO11470,12,WO28724,cd,GJV7B,pcs
TO11471,51,WO28725,ed,6G2MP,ltr
TO11471,51,WO28726,cd,DAWGB,ltr
TO11471,64,WO28727,bc,D4IED,pcs
TO11472,76,WO28728,ab,BM4DN,pcs
TO11472,55,WO28729,ab,6NUPS,pcs
TO11472,83,WO28730,ab,F7ZE0,pcs
TO11473,7,WO28731,bc,Q9YIH,kg
TO11473,55,WO28732,bc,AAK92,pcs
TO11473,19,WO28733,ab,DYX52,kg
TO11473,28,WO28734,ed,AVJTI,kg
TO11474,24,WO28735,bc,ABV94,ltr
TO11474,29,WO28736,cd,0JQSP,pcs
TO11474,43,WO28737,ed,Q15TT,pcs
TO11474,89,WO28738,cd,ZSS50,ltr
TO11475,36,WO28739,cd,WGZTK,pcs
TO11475,9,WO28740,cd,F4O0L,kg
TO11475,64,WO28741,ab,4PUWT,ltr
TO11476,72,WO28742,ab,YA989,pcs
TO11477,23,WO28743,ab,5IVXW,pcs
TO11477,48,WO28744,bc,Q9RT5,kg
TO11478,38,WO28745,ed,DUABW,kg
TO11478,43,WO28746,bc,BHD9D,kg
TO11478,95,WO28747,ab,TBF26,kg
TO11479,94,WO28748,bc,RWLLN,ltr
TO11479,21,WO28749,cd,MDRUH,pcs
TO11479,47,WO28750,ab,NVBL9,pcs
TO11479,89,WO28751,cd,TDTJ2,pcs
TO11480,77,WO28752,bc,HA4I9,ltr
TO11480,32,WO28753,bc,FA5HN,pcs
TO11480,95,WO28754,cd,G1JXJ,kg
TO11480,30,WO28755,bc,WQGBT,pcs
TO11481,69,WO28756,cd,2HPJC,ltr
TO11481,10,WO28757,cd,B3MED,pcs
TO11482,96,WO28758,ab,O18LK,kg
TO11483,26,WO28759,ed,9WBPC,pcs
TO11483,78,WO28760,cd,EALJ6,kg
TO11484,12,WO28761,cd,5X7KQ,kg
TO11485,82,WO28762,bc,YTHIK,pcs
TO11486,4,WO28763,cd,BMG6S,kg
TO11486,55,WO28764,ed,DEBGB,pcs
TO11486,43,WO28765,cd,3JOFT,ltr
TO11486,8,WO28766,ab,BSYWA,ltr
TO11487,99,WO28767,ed,72KFJ,ltr
TO11488,46,WO28768,bc,LMJPL,kg
TO11488,81,WO28769,bc,PFE08,pcs
TO11489,62,WO28770,ab,CVYAS,kg
TO11489,97,WO28771,cd,E6XAK,kg
TO11489,59,WO28772,bc,2FJHR,ltr
TO11489,23,WO28773,cd,AJ3JA,pcs
TO11490,61,WO28774,ed,0QNUV,pcs
TO11490,71,WO28775,cd,GJY58,kg
TO11491,14,WO28776,cd,SUNZO,pcs
TO11491,54,WO28777,ab,HXL1L,kg
TO11491,22,WO28778,ab,PMZX8,kg
TO11491,40,WO28779,ed,SF8S8,pcs
TO11492,49,WO28780,cd,D1UPS,kg
TO11492,22,WO28781,cd,XHQUD,ltr
TO11493,55,WO28782,ed,J29NQ,ltr
TO11493,36,WO28783,ab,4C3MX,kg
TO11494,79,WO28784,ed,MMI12,ltr
TO11494,50,WO28785,ed,89P97,ltr
TO11494,50,WO28786,cd,EFOAG,kg
TO11494,18,WO28787,bc,C5LMC,ltr
TO11495,100,WO28788,cd,5J4VN,pcs
TO11495,9,WO28789,cd,OZ8EO,kg
TO11495,74,WO28790,bc,J7BZ6,pcs
TO11495,95,WO28791,ab,O4NXZ,kg
TO11496,32,WO28792,cd,RSYEN,ltr
TO11496,43,WO28793,ed,SAJ2G,pcs
TO11496,50,WO28794,ed,Q15TT,kg
TO11496,40,WO28795,ed,GKLT0,pcs
TO11497,81,WO28796,ed,BDX3G,pcs
TO11498,33,WO28797,ed,MBJRU,ltr
TO11498,32,WO28798,ed,SPDG4,ltr
TO11499,5,WO28799,cd,PQ675,pcs
TO11499,8,WO28800,ab,W52DF,ltr
TO11499,2,WO28801,ab,17B9A,kg
TO11500,98,WO28802,cd,UJ8J9,pcs
TO11500,78,WO28803,cd,A0OK3,kg
TO11501,72,WO28804,ed,BMQ61,ltr
TO11501,49,WO28805,bc,9S48F,ltr
TO11501,52,WO28806,bc,4CMCJ,pcs
TO11501,1,WO28807,ed,PJMTZ,kg
TO11502,100,WO28808,ab,WGPSX,ltr
TO11502,45,WO28809,ed,4CD6F,kg
TO11503,96,WO28810,ed,XZW3K,ltr
TO11504,6,WO28811,ed,9WBPC,pcs
TO11504,31,WO28812,cd,ZED1E,ltr
TO11504,70,WO28813,ed,RL5JO,kg
TO11505,88,WO28814,cd,L1SJU,kg
TO11506,86,WO28815,ed,8LC2H,ltr
TO11507,62,WO28816,ed,00QSI,ltr
TO11507,28,WO28817,ed,I36LM,kg
TO11507,20,WO28818,cd,I5TI3,ltr
TO11508,59,WO28819,bc,WHG9X,pcs
TO11508,35,WO28820,bc,AXNBE,kg
TO11509,77,WO28821,ed,WGV5I,pcs
TO11509,6,WO28822,ab,2K1V5,pcs
TO11509,92,WO28823,bc,QBH9B,kg
TO11509,68,WO28824,ab,VV317,ltr
TO11510,42,WO28825,cd,BDX3G,kg
TO11510,5,WO28826,bc,LLU97,pcs
TO11510,57,WO28827,bc,RRV7S,kg
TO11510,45,WO28828,cd,2JGKC,pcs
TO11511,80,WO28829,ab,RSYEN,ltr
TO11511,88,WO28830,ab,QBPIL,kg
TO11512,21,WO28831,cd,RJD7Q,kg
TO11512,3,WO28832,cd,SAJ2G,pcs
TO11512,67,WO28833,bc,AW7TN,ltr
TO11512,87,WO28834,ab,WQGBT,kg
TO11513,87,WO28835,ed,T8J57,pcs
TO11514,92,WO28836,ed,9PLCJ,pcs
TO11514,45,WO28837,cd,QU85Z,kg
TO11514,88,WO28838,bc,I1O0G,kg
TO11514,69,WO28839,cd,1BRJ2,kg
TO11515,77,WO28840,ed,188NG,pcs
TO11515,99,WO28841,ab,XRD29,pcs
TO11516,71,WO28842,bc,S1RUX,ltr
TO11516,97,WO28843,ab,L1UXV,pcs
TO11516,11,WO28844,bc,71EJI,kg
TO11517,1,WO28845,cd,Z7I2A,ltr
TO11517,75,WO28846,bc,GY6RA,pcs
TO11517,39,WO28847,cd,4VL6Z,ltr
TO11518,48,WO28848,ed,CL0P0,ltr
TO11518,42,WO28849,bc,1359W,kg
TO11518,13,WO28850,bc,DVGWU,pcs
TO11519,62,WO28851,ab,08XXU,ltr
TO11519,55,WO28852,cd,K98PQ,ltr
TO11519,53,WO28853,cd,V175K,pcs
TO11520,61,WO28854,ab,AT943,kg
TO11520,75,WO28855,bc,2PPYN,pcs
TO11521,77,WO28856,ed,RNHXY,pcs
TO11522,95,WO28857,ab,Z6Y7T,kg
TO11522,84,WO28858,ed,SX2W0,kg
TO11523,5,WO28859,cd,VSSKC,kg
TO11523,53,WO28860,ed,RXVQJ,ltr
TO11523,37,WO28861,bc,CEAVJ,kg
TO11524,83,WO28862,bc,IGJTF,kg
TO11524,14,WO28863,cd,0HS0B,ltr
TO11524,99,WO28864,ed,WSOI0,ltr
TO11524,68,WO28865,ed,YTHIK,pcs
TO11525,57,WO28866,ed,SVTYQ,kg
TO11526,21,WO28867,ed,W5PBI,ltr
TO11526,42,WO28868,ed,B9JT8,ltr
TO11526,13,WO28869,ab,S0AP0,ltr
TO11527,19,WO28870,bc,TAFXW,kg
TO11528,25,WO28871,cd,TLMHY,ltr
TO11528,42,WO28872,ab,2JO8G,ltr
TO11529,10,WO28873,cd,YGGRM,ltr
TO11529,13,WO28874,ed,DAWGB,pcs
TO11529,66,WO28875,ab,5YG3Q,pcs
TO11530,96,WO28876,ed,0VZQF,ltr
TO11530,75,WO28877,cd,L455I,kg
TO11531,67,WO28878,ed,UW89U,pcs
TO11531,90,WO28879,ed,ZVJSU,ltr
TO11531,3,WO28880,cd,TWR4E,pcs
TO11531,87,WO28881,ab,3JOFT,pcs
TO11532,91,WO28882,bc,DD4KH,kg
TO11532,37,WO28883,bc,2H0LZ,ltr
TO11533,96,WO28884,ed,QHS2D,pcs
TO11534,3,WO28885,bc,08BYL,kg
TO11535,45,WO28886,bc,P6XUO,ltr
TO11535,20,WO28887,bc,VHBOS,kg
TO11535,49,WO28888,bc,A8OIE,pcs
TO11535,86,WO28889,cd,2HPJC,pcs
TO11536,72,WO28890,ed,BA0K4,pcs
TO11536,1,WO28891,ab,VOV3A,pcs
